name,released_at,genre,streaming_on,country,type,content_rating,imdb_rating,number_of_seasons,cast_and_crew
Undead Apocalypse,7/1/2012,"Drama, Horror","Free Services, Prime Video",America,Movie,,5.8/10,,"[{'name': 'Daniel Nunez', 'description': 'director'}, {'name': 'Lazaro Nunez', 'description': 'director'}, {'name': 'Christopher Diaz', 'description': 'actor'}, {'name': 'Joe Coffey', 'description': 'actor'}, {'name': 'Sophia Koshmer', 'description': 'actor'}, {'name': 'Kaleigh Baugh', 'description': 'actor'}, {'name': 'Daniel Nunez', 'description': 'author'}, {'name': 'Lazaro Nunez', 'description': 'author'}]"
Wild Grinders,4/27/2012,Animation,Prime Video ,,TV Show,7+ (TV-PG),10-Feb,4,"[{'name': 'Rob Dyrdek', 'description': 'actor'}]"
Dead Body,10/17/2017,"Horror, Mystery","Free Services, Prime Video",,Movie,,4.7/10,,"[{'name': 'Bobbin Ramsey', 'description': 'director'}, {'name': 'Cooper Hopkins', 'description': 'actor'}, {'name': 'Leah Pfenning', 'description': 'actor'}, {'name': 'Rachel Brun', 'description': 'actor'}, {'name': 'Miho Aizawa', 'description': 'actor'}, {'name': 'Ian Bell', 'description': 'actor'}, {'name': 'Ramon Isao', 'description': 'actor'}, {'name': 'Ian Bell', 'description': 'author'}, {'name': 'Ramon Isao', 'description': 'author'}]"
Ragada,12/23/2010,"Drama, Comedy",Prime Video ,India,Movie,All (G),10-Jun,,"[{'name': 'Veeru Potla', 'description': 'director'}, {'name': 'Nagarjuna Akkineni', 'description': 'actor'}, {'name': 'Anushka Shetty', 'description': 'actor'}, {'name': 'Priyamani', 'description': 'actor'}, {'name': 'Dev Gill', 'description': 'actor'}, {'name': 'Pradeep Ram Singh Rawat', 'description': 'actor'}, {'name': 'Kota Srinivasa Rao', 'description': 'actor'}, {'name': 'Brahmanandam', 'description': 'actor'}, {'name': 'Tanikella Bharani', 'description': 'actor'}, {'name': 'Raghu Babu', 'description': 'actor'}, {'name': 'Master Bharath', 'description': 'actor'}, {'name': 'Charmy Kaur', 'description': 'actor'}, {'name': 'Bharath Reddy', 'description': 'actor'}]"
The Back-up Bride,3/24/2011,"Drama, Comedy","Free Services, Prime Video",America,Movie,,3.9/10,,"[{'name': 'Ana Zins', 'description': 'director'}, {'name': 'Daniel Bonjour', 'description': 'actor'}, {'name': 'Leena Huff', 'description': 'actor'}, {'name': 'Jesse Johnson', 'description': 'actor'}, {'name': 'Jen Lilley', 'description': 'actor'}, {'name': 'Ana Zins', 'description': 'author'}, {'name': 'Sheryl Umayam', 'description': 'author'}]"
Like Air,11/17/2015,"Drama, Family","Free Services, Prime Video",America,Movie,,6.8/10,,"[{'name': 'Jake Viramontez', 'description': 'director'}, {'name': 'Kathryn McCormick', 'description': 'actor'}, {'name': 'Jacob Patrick', 'description': 'actor'}, {'name': 'Jacob Patrick', 'description': 'author'}, {'name': 'Jake Viramontez', 'description': 'author'}]"
Flor de la Mar,4/14/2015,"Documentary, History",Prime Video ,,Movie,,8.2/10,,"[{'name': 'Jorge Thielen Armand', 'description': 'director'}]"
Moz and I,1/3/2020,Documentary,Prime Video ,,Movie,,7.9/10,,[]
Nobody Walks,10/19/2012,"Thriller, Drama","Hoopla, Prime Video",America,Movie,18+ (R),5.3/10,,"[{'name': 'Ry Russo-Young', 'description': 'director'}, {'name': 'Dylan McDermott', 'description': 'actor'}, {'name': 'Jane Levy', 'description': 'actor'}, {'name': 'Rhys Wakefield', 'description': 'actor'}, {'name': 'John Krasinski', 'description': 'actor'}, {'name': 'Olivia Thirlby', 'description': 'actor'}, {'name': 'Rosemarie DeWitt', 'description': 'actor'}, {'name': 'Emma Dumont', 'description': 'actor'}, {'name': 'Sam Lerner', 'description': 'actor'}, {'name': 'India Ennenga', 'description': 'actor'}, {'name': 'Blaise Godbe Lipman', 'description': 'actor'}, {'name': 'Emanuele Secci', 'description': 'actor'}, {'name': 'Andrea Sperling', 'description': 'actor'}, {'name': 'Jonathan Schwartz', 'description': 'actor'}, {'name': 'Audrey Wilf', 'description': 'actor'}, {'name': 'Zygi Wilf', 'description': 'actor'}, {'name': 'Lena Dunham', 'description': 'author'}, {'name': 'Ry Russo-Young', 'description': 'author'}, {'name': 'Will Bates', 'description': 'actor'}]"
Weird Science,3/5/1994,"Fantasy, Comedy",Prime Video ,America,TV Show,7+ (TV-PG),6.8/10,5,"[{'name': 'Michael Manasseri', 'description': 'actor'}, {'name': 'John Asher', 'description': 'actor'}, {'name': 'Lee Tergesen', 'description': 'actor'}, {'name': 'Vanessa Angel', 'description': 'actor'}, {'name': 'Adam Barr', 'description': 'actor'}, {'name': 'John Landis', 'description': 'actor'}, {'name': 'Peter Ocko', 'description': 'actor'}, {'name': 'Robert K. Weiss', 'description': 'actor'}]"
"No Gods, No Masters: A History of Anarchism",4/11/2017,"Documentary, History",Prime Video ,,Movie,,8.5/10,,[]
Kamen Rider Heisei Generations Forever,12/22/2018,"Science-Fiction, Action & Adventure",Free Services,Japan,Movie,7+ (PG),6.8/10,,"[{'name': 'Kyouhei Yamaguchi', 'description': 'director'}, {'name': 'So Okuno', 'description': 'actor'}, {'name': 'Atsuhiro Inukai', 'description': 'actor'}, {'name': 'Gaku Oshida', 'description': 'actor'}, {'name': 'Eiji Akaso', 'description': 'actor'}, {'name': 'Shieri Ohata', 'description': 'actor'}, {'name': 'Kaho Takada', 'description': 'actor'}, {'name': 'Keisuke Watanabe', 'description': 'actor'}, {'name': 'Kouhei Takeda', 'description': 'actor'}, {'name': 'Kensei Mikami', 'description': 'actor'}, {'name': 'Katsuhisa Namase', 'description': 'actor'}, {'name': 'Nayuta Fukuzaki', 'description': 'actor'}, {'name': 'Taiyo Saito', 'description': 'actor'}, {'name': '瀧藤賢一', 'description': 'actor'}, {'name': 'Shunsuke Daitoh', 'description': 'actor'}, {'name': 'Kentaro Ito', 'description': 'actor'}, {'name': 'Hiroaki Nakagawa', 'description': 'actor'}, {'name': 'Rina Takatae', 'description': 'actor'}, {'name': 'Reo Suzuki', 'description': 'actor'}, {'name': 'Souryu Nishi', 'description': 'actor'}, {'name': 'Hiroshi Douki', 'description': 'actor'}, {'name': 'Yuugen Okamoto', 'description': 'actor'}, {'name': 'Keiji Kameyama', 'description': 'actor'}, {'name': 'Naoya Kinoshita', 'description': 'actor'}]"
The Mayo Conspiracy,6/27/2017,Comedy,Prime Video ,,Movie,,,,[]
6 Days Dark,8/26/2014,Horror,"Free Services, Prime Video",Canada,Movie,,3.9/10,,"[{'name': 'Miona Bogovic', 'description': 'director'}, {'name': 'Svetlana D. Petković', 'description': 'actor'}, {'name': 'Lorena Rincon', 'description': 'actor'}, {'name': 'Peter J. Chaffey', 'description': 'actor'}, {'name': 'Ana Maljević', 'description': 'actor'}, {'name': 'Oleg Vidov', 'description': 'actor'}, {'name': 'Lana May', 'description': 'actor'}, {'name': 'Miljana Kravić', 'description': 'actor'}, {'name': 'Sinead Shannon Roche', 'description': 'actor'}, {'name': 'Jasmina Dimitrijević', 'description': 'actor'}, {'name': 'Sandra Janković', 'description': 'actor'}, {'name': 'Jovana Puzavac', 'description': 'actor'}, {'name': 'D. Daniel Vujić', 'description': 'actor'}, {'name': 'James Ordonez', 'description': 'actor'}, {'name': 'Nebojsa Radusinovic', 'description': 'actor'}, {'name': 'Sonia Carroll', 'description': 'actor'}, {'name': 'D. Daniel Vujić', 'description': 'author'}]"
Bearcats!,4/16/1971,Action & Adventure,"Free Services, Prime Video",,Movie,,7.4/10,,[]
Insecure,10/9/2016,"Drama, Comedy","HBO MAX, Prime Video",,TV Show,18+ (TV-MA),10-Aug,5,"[{'name': 'Issa Rae', 'description': 'actor'}, {'name': 'Yvonne Orji', 'description': 'actor'}, {'name': 'Jay Ellis', 'description': 'actor'}, {'name': 'Amanda Seales', 'description': 'actor'}, {'name': 'Lisa Joyce', 'description': 'actor'}, {'name': 'Natasha Rothwell', 'description': 'actor'}, {'name': 'Anna Dokoza', 'description': 'actor'}, {'name': 'Dave Becky', 'description': 'actor'}, {'name': 'Dayna Lynne North', 'description': 'actor'}, {'name': 'Issa Rae', 'description': 'actor'}, {'name': 'Jonathan Berry', 'description': 'actor'}, {'name': 'Melina Matsoukas', 'description': 'actor'}, {'name': 'Michael Rotenberg', 'description': 'actor'}, {'name': 'Prentice Penny', 'description': 'actor'}, {'name': 'Issa Rae', 'description': 'actor'}, {'name': 'Larry Wilmore', 'description': 'actor'}]"
Mark Twain's America,4/22/1960,Documentary,Free Services,,Movie,,,,[]
Christian Kane - Wizard World Comic Con Portland,,,Prime Video ,,Movie,,,,[]
Memphis Belle,9/7/1990,"Action & Adventure, Drama",Prime Video ,Japan,Movie,13+ (PG-13),6.9/10,,"[{'name': 'Michael Caton-Jones', 'description': 'director'}, {'name': 'Matthew Modine', 'description': 'actor'}, {'name': 'Eric Stoltz', 'description': 'actor'}, {'name': 'Tate Donovan', 'description': 'actor'}, {'name': 'D. B. Sweeney', 'description': 'actor'}, {'name': 'Billy Zane', 'description': 'actor'}, {'name': 'Sean Astin', 'description': 'actor'}, {'name': 'Harry Connick Jr.', 'description': 'actor'}, {'name': 'Bradley Lavelle', 'description': 'actor'}, {'name': 'Reed Diamond', 'description': 'actor'}, {'name': 'Courtney Gains', 'description': 'actor'}, {'name': 'Neil Giuntoli', 'description': 'actor'}, {'name': 'David Strathairn', 'description': 'actor'}, {'name': 'John Lithgow', 'description': 'actor'}, {'name': 'Jane Horrocks', 'description': 'actor'}, {'name': 'Steven Mackintosh', 'description': 'actor'}, {'name': 'Martin McDougall', 'description': 'actor'}, {'name': 'Morag Siller', 'description': 'actor'}, {'name': 'Mac McDonald', 'description': 'actor'}, {'name': 'Jodie Brooke Wilson', 'description': 'actor'}, {'name': 'Keith Edwards', 'description': 'actor'}, {'name': 'Catherine Wyler', 'description': 'actor'}, {'name': 'David Puttnam', 'description': 'actor'}, {'name': 'Monte Merrick', 'description': 'author'}]"
Murder at Midnight,9/1/1931,"Mystery, Thriller","Prime Video, Prime Video",America,Movie,,5.4/10,,"[{'name': 'Frank R. Strayer', 'description': 'director'}, {'name': 'Aileen Pringle', 'description': 'actor'}, {'name': 'Alice White', 'description': 'actor'}, {'name': 'Hale Hamilton', 'description': 'actor'}, {'name': 'Robert Elliott', 'description': 'actor'}, {'name': 'Clara Blandick', 'description': 'actor'}, {'name': 'Brandon Hurst', 'description': 'actor'}, {'name': 'Leslie Fenton', 'description': 'actor'}, {'name': 'William Humphrey', 'description': 'actor'}, {'name': 'Phil Goldstone', 'description': 'actor'}, {'name': 'Scott Darling', 'description': 'author'}, {'name': 'Val Burton', 'description': 'actor'}]"
Roobha,12/9/2017,Drama,"Free Services, Prime Video",,Movie,,7.3/10,,"[{'name': 'Lenin M. Sivam', 'description': 'director'}, {'name': 'Amrit Sandhu', 'description': 'actor'}, {'name': 'Antonythasan Jesuthasan', 'description': 'actor'}, {'name': 'Thenuka Kantharajah', 'description': 'actor'}, {'name': 'Dan Bertolini', 'description': 'actor'}, {'name': 'Gwenlyn Cumyn', 'description': 'actor'}, {'name': 'Lenin M. Sivam', 'description': 'author'}]"
Slasher.com,1/16/2017,"Horror, Thriller","Free Services, Prime Video",America,Movie,18+ (R),3.3/10,,"[{'name': 'Chip Gubera', 'description': 'director'}, {'name': 'Jewel Shepard', 'description': 'actor'}, {'name': 'R.A. Mihailoff', 'description': 'actor'}, {'name': 'Ben Kaplan', 'description': 'actor'}, {'name': 'Adam Boster', 'description': 'actor'}, {'name': 'Morgan Carter', 'description': 'actor'}, {'name': 'Delious', 'description': 'actor'}, {'name': 'Rebecca Crowley', 'description': 'actor'}, {'name': 'Greg Allers', 'description': 'actor'}, {'name': 'Jace Boster', 'description': 'actor'}, {'name': 'Sarah Kaplan', 'description': 'actor'}, {'name': 'Brittany Vecchio', 'description': 'actor'}, {'name': 'Jessica Waller', 'description': 'actor'}, {'name': 'Chelsea Andes', 'description': 'author'}]"
Vampires,4/17/2010,"Fantasy, Horror",Free Services,Belgium,Movie,,6.3/10,,"[{'name': 'Vincent Lannoo', 'description': 'director'}, {'name': 'Carlo Ferrante', 'description': 'actor'}, {'name': 'Vera Van Dooren', 'description': 'actor'}, {'name': 'Pierre Lognay', 'description': 'actor'}, {'name': 'Fleur Lise Heuet', 'description': 'actor'}, {'name': 'Bénédicte Bantuelle', 'description': 'actor'}, {'name': 'Baptiste Sornin', 'description': 'actor'}, {'name': 'Selma Alaoui', 'description': 'actor'}, {'name': 'Arnaud Maillard', 'description': 'actor'}, {'name': 'Paul Ahmarani', 'description': 'actor'}, {'name': 'Julien Doré', 'description': 'actor'}, {'name': 'Alexandra Kamp', 'description': 'actor'}, {'name': 'Thomas Coumans', 'description': 'actor'}, {'name': 'Vincent Lannoo', 'description': 'actor'}, {'name': 'Florette Fichefet', 'description': 'actor'}, {'name': 'Olivier Masset-Depasse', 'description': 'actor'}, {'name': 'Paul Absil', 'description': 'actor'}, {'name': 'Ian Lauzon', 'description': 'actor'}, {'name': 'Catherine Cédilot', 'description': 'actor'}, {'name': 'Eliott Ventadour', 'description': 'actor'}, {'name': 'Chloé Périlleux', 'description': 'actor'}, {'name': 'Karim Barras', 'description': 'actor'}, {'name': 'John Engel', 'description': 'actor'}, {'name': 'Frédérique Broos', 'description': 'author'}]"
Hero of Babylon,8/22/1963,Action & Adventure,Prime Video ,France,Movie,,10-May,,"[{'name': 'Siro Marcellini', 'description': 'director'}, {'name': 'Gordon Scott', 'description': 'actor'}, {'name': 'Geneviève Grad', 'description': 'actor'}, {'name': 'Andrea Scotti', 'description': 'actor'}, {'name': 'Célina Cély', 'description': 'actor'}, {'name': 'Moira Orfei', 'description': 'actor'}]"
The Devil's Well,1/23/2018,"Mystery, Thriller","Free Services, Prime Video",America,Movie,,3.7/10,,"[{'name': 'Kurtis Spieler', 'description': 'director'}, {'name': 'Bryan Manley Davis', 'description': 'actor'}, {'name': 'Chris Viemeister', 'description': 'actor'}, {'name': 'Kristen Seavey', 'description': 'actor'}, {'name': 'Lauren Sowa', 'description': 'actor'}, {'name': 'Kurtis Spieler', 'description': 'actor'}, {'name': 'Anne-Marie Mueschke', 'description': 'actor'}, {'name': 'Kurtis Spieler', 'description': 'author'}]"
The Change-Up,8/5/2011,"Fantasy, Comedy","Free Services, Prime Video",America,Movie,18+ (R),6.3/10,,"[{'name': 'David Dobkin', 'description': 'director'}, {'name': 'Jason Bateman', 'description': 'actor'}, {'name': 'Ryan Reynolds', 'description': 'actor'}, {'name': 'Leslie Mann', 'description': 'actor'}, {'name': 'Olivia Wilde', 'description': 'actor'}, {'name': 'Alan Arkin', 'description': 'actor'}, {'name': 'Gregory Itzin', 'description': 'actor'}, {'name': 'Mircea Monroe', 'description': 'actor'}, {'name': 'Sydney Rouviere', 'description': 'actor'}, {'name': 'Matthew Cornwell', 'description': 'actor'}, {'name': 'Craig Bierko', 'description': 'actor'}, {'name': 'TJ Hassan', 'description': 'actor'}, {'name': 'Ned Schmidtke', 'description': 'actor'}, {'name': 'Ming Lo', 'description': 'actor'}, {'name': 'Dax Griffin', 'description': 'actor'}, {'name': 'Andrea Moore', 'description': 'actor'}, {'name': ""Taaffe O'Connell"", 'description': 'actor'}, {'name': 'Bailey Anne Borders', 'description': 'actor'}, {'name': 'Clay Chamberlin', 'description': 'actor'}, {'name': 'Jeanine Jackson', 'description': 'actor'}, {'name': 'Fred Stoller', 'description': 'actor'}, {'name': 'Jamie Renell', 'description': 'actor'}, {'name': 'David Dobkin', 'description': 'actor'}, {'name': 'Neal H. Moritz', 'description': 'actor'}]"
Rush,12/22/1991,"Crime, Drama",HBO MAX,America,Movie,18+ (R),6.7/10,,"[{'name': 'Lili Fini Zanuck', 'description': 'director'}, {'name': 'Jason Patric', 'description': 'actor'}, {'name': 'Jennifer Jason Leigh', 'description': 'actor'}, {'name': 'Sam Elliott', 'description': 'actor'}, {'name': 'Max Perlich', 'description': 'actor'}, {'name': 'Gregg Allman', 'description': 'actor'}, {'name': 'William Sadler', 'description': 'actor'}, {'name': 'Tony Frank', 'description': 'actor'}, {'name': 'Special K. McCray', 'description': 'actor'}, {'name': 'Dennis Letts', 'description': 'actor'}, {'name': 'Dennis Burkley', 'description': 'actor'}, {'name': 'Glenn Wilson', 'description': 'actor'}, {'name': 'Jimmy Ray Pickens', 'description': 'actor'}, {'name': 'Barbara Lasater', 'description': 'actor'}, {'name': 'Toni Pilgreen', 'description': 'actor'}, {'name': 'Merrill Connally', 'description': 'actor'}, {'name': 'Richard D. Zanuck', 'description': 'actor'}, {'name': 'Peter Dexter', 'description': 'author'}, {'name': 'Eric Clapton', 'description': 'actor'}]"
Billal,10/9/1996,Documentary,Kanopy,,Movie,,10-Aug,,"[{'name': 'Tom Zubrycki', 'description': 'director'}]"
It's Christmas Dr. Joe,12/18/2004,"Animation, Family","Free Services, Prime Video",,Movie,,,,[]
Free CeCe,6/3/2016,"Documentary, LGBTQ",Prime Video ,America,Movie,,6.8/10,,"[{'name': 'Jacqueline Gares', 'description': 'director'}, {'name': 'Laverne Cox', 'description': 'actor'}, {'name': 'CeCe McDonald', 'description': 'actor'}]"
Penny Black,10/30/2015,"Action & Adventure, Comedy","Free Services, Prime Video",,Movie,,10-Jun,,"[{'name': 'Joe Hitchcock', 'description': 'director'}]"
Life of Significant Soil,6/5/2016,"Drama, Comedy","Free Services, Prime Video",,Movie,,6.1/10,,"[{'name': 'Michael Irish', 'description': 'director'}]"
Bluegrass Journey,7/9/2004,Documentary,Prime Video ,,Movie,,7.6/10,,"[{'name': 'Rob Schumer', 'description': 'director'}, {'name': 'Ruth Oxenberg', 'description': 'director'}, {'name': ""Tim O'Brien"", 'description': 'actor'}, {'name': 'Jerry Douglas', 'description': 'actor'}, {'name': 'Peter Rowan', 'description': 'actor'}, {'name': 'Tony Rice', 'description': 'actor'}, {'name': 'Rhonda Vincent', 'description': 'actor'}, {'name': 'Chris Thile', 'description': 'actor'}, {'name': 'Nickel Creek', 'description': 'actor'}, {'name': 'Rob Schumer', 'description': 'actor'}, {'name': 'Ruth Oxenberg', 'description': 'actor'}, {'name': 'Gill Holland', 'description': 'actor'}]"
Body Languages: The Sculptures of Brian Booth Craig,7/28/2020,Documentary,Prime Video ,,Movie,,,,[]
Wired Shut,8/30/2021,"Horror, Thriller","Free Services, Prime Video",Canada,Movie,,5.9/10,,"[{'name': 'Alexander Sharp', 'description': 'director'}, {'name': 'Blake Stadel', 'description': 'actor'}, {'name': 'Natalie Sharp', 'description': 'actor'}, {'name': 'Behtash Fazlali', 'description': 'actor'}, {'name': 'Alexander Sharp', 'description': 'actor'}, {'name': 'Peter Malone Elliott', 'description': 'actor'}, {'name': 'Ann Lewis', 'description': 'actor'}, {'name': 'Catherine Thompson', 'description': 'actor'}, {'name': 'Heidi Groot', 'description': 'actor'}, {'name': 'L.M. Elliott', 'description': 'actor'}, {'name': 'Natalie Sharp', 'description': 'actor'}, {'name': 'Scott Manderson', 'description': 'actor'}, {'name': 'Teresa Sharp', 'description': 'actor'}, {'name': 'Zach Book', 'description': 'actor'}, {'name': 'Peter Malone Elliott', 'description': 'author'}]"
